公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,新增无症状感染人数,新增无症状感染治愈人数,新增无症状感染死亡人数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数,累计无症状感染人数,累计无症状感染治愈人数,累计无症状感染死亡人数
2月9日,地区级,内蒙古,锡林郭勒,,,,,,,,,,,,,,,
2月9日,省级,内蒙古,,4,,,,,,,,,,5,,,,
2月9日,地区级,宁夏,固原,1,,,,,,,,,,,,,,
2月9日,地区级,宁夏,石嘴山,,,,,,,,,,,,,,,
2月9日,地区级,宁夏,吴忠,3,,,,,,,,,,,,,,
2月9日,地区级,宁夏,银川,,,,,,,,,,,,,,,
2月9日,地区级,宁夏,中卫,,,,,,,,,,,,,,,
2月9日,省级,宁夏,,4,,,,,,,,,,13,,,,
2月9日,地区级,青海,海北州,,,,,,,,,,,,,,,
2月9日,地区级,青海,西宁,,,,,,,,,,,,,,,
2月9日,省级,青海,,,,,,,,,,,,3,,,,
2月9日,地区级,山东,滨州,,,,,,,,,,,,,,,
2月9日,地区级,山东,德州,2,,,,,,,,,,,,,,
2月9日,地区级,山东,菏泽,2,2,,,,,,,,,,,,,
2月9日,地区级,山东,济南,2,4,,,,,,,,,,,,,
2月9日,地区级,山东,济宁,,,,,,,,,,,,,,,
2月9日,地区级,山东,聊城,1,,,,,,,,,,,,,,
2月9日,地区级,山东,临沂,2,2,,,,,,,,,,,,,
2月9日,地区级,山东,青岛,5,3,1,,,,,,,,,,,,
2月9日,地区级,山东,日照,,,,,,,,,,,,,,,
2月9日,地区级,山东,泰安,3,,,,,,,,,,,,,,
2月9日,地区级,山东,威海,1,,,,,,,,,,,,,,
2月9日,地区级,山东,潍坊,3,,,,,,,,,,,,,,
2月9日,地区级,山东,烟台,3,1,,,,,,,,,,,,,
2月9日,地区级,山东,枣庄,,1,,,,,,,,,,,,,
2月9日,地区级,山东,淄博,,,,,,,,,,,,,,,
2月9日,省级,山东,,24,13,1,,,,,,,,63,1,,,
2月9日,地区级,山西,大同,,,,,,,,,,,,,,,
2月9日,地区级,山西,晋城,,,,,,,,,,,,,,,
2月9日,地区级,山西,晋中,,2,,,,,,,,,,,,,
2月9日,地区级,山西,临汾,,,,,,,,,,,,,,,
2月9日,地区级,山西,吕梁,,,,,,,,,,,,,,,
2月9日,地区级,山西,朔州,1,,,,,,,,,,,,,,
2月9日,地区级,山西,太原,2,2,,,,,,,,,,,,,
2月9日,地区级,山西,忻州,1,,,,,,,,,,,,,,
2月9日,地区级,山西,阳泉,,,,,,,,,,,,,,,
2月9日,地区级,山西,运城,,,,,,,,,,,,,,,
2月9日,地区级,山西,长治,,,,,,,,,,,,,,,
2月9日,省级,山西,,4,4,,,,,,,,,25,,,,
2月9日,地区级,陕西,安康,1,4,,,,,,,,,,,,,
2月9日,地区级,陕西,宝鸡,,,,,,,,,,,,,,,
2月9日,地区级,陕西,汉中,,,,,,,,,,,,,,,
2月9日,地区级,陕西,商洛,,,,,,,,,,,,,,,
2月9日,地区级,陕西,铜川,,,,,,,,,,,,,,,
2月9日,地区级,陕西,渭南,1,,,,,,,,,,,,,,
2月9日,地区级,陕西,西安,2,2,,,,,,,,,,,,,
2月9日,地区级,陕西,咸阳,1,,,,,,,,,,,,,,
2月9日,地区级,陕西,延安,,,,,,,,,,,,,,,
2月9日,地区级,陕西,榆林,,,,,,,,,,,,,,,
2月9日,省级,陕西,,5,6,,,,,,,,,26,,,,
2月9日,地区级,上海,宝山,1,,,,,,,,,,,,,,
2月9日,地区级,上海,嘉定,1,,,,,,,,,,,,,,
2月9日,地区级,上海,闵行,1,,,,,,,,,,,,,,
2月9日,地区级,上海,浦东,,1,,,,,,,,,,,,,
2月9日,地区级,上海,外地来沪,,1,,,,,,,,,,,,,
2月9日,地区级,上海,长宁,,1,,,,,,,,,,,,,
2月9日,省级,上海,,3,3,,,,,,,,,44,1,,,
2月9日,地区级,四川,阿坝,,,,,,,,,,,,,,,
2月9日,地区级,四川,巴中,1,,,,,,,,,,,,,,
2月9日,地区级,四川,成都,3,3,,,,,,,,,,1,,,
2月9日,地区级,四川,达州,3,,,,,,,,,,,,,,
2月9日,地区级,四川,德阳,,,,,,,,,,,,,,,
2月9日,地区级,四川,甘孜,6,,,,,,,,,,,,,,
2月9日,地区级,四川,广安,,,,,,,,,,,,,,,
2月9日,地区级,四川,广元,,1,,,,,,,,,,,,,
2月9日,地区级,四川,乐山,,,,,,,,,,,,,,,
2月9日,地区级,四川,凉山,1,1,,,,,,,,,,,,,
2月9日,地区级,四川,泸州,1,,,,,,,,,,,,,,
2月9日,地区级,四川,眉山,,,,,,,,,,,,,,,
2月9日,地区级,四川,绵阳,1,1,,,,,,,,,,,,,
2月9日,地区级,四川,南充,1,1,,,,,,,,,,,,,
2月9日,地区级,四川,内江,,,,,,,,,,,,,,,
2月9日,地区级,四川,攀枝花,,4,,,,,,,,,,,,,
2月9日,地区级,四川,遂宁,2,,,,,,,,,,,,,,
2月9日,地区级,四川,雅安,,1,,,,,,,,,,,,,
2月9日,地区级,四川,宜宾,,3,,,,,,,,,,,,,
2月9日,地区级,四川,资阳,,1,,,,,,,,,,,,,
2月9日,地区级,四川,自贡,,,,,,,,,,,,,,,
2月9日,省级,四川,,19,16,,,,,,,,,76,1,,,
2月9日,地区级,台湾,台湾,1,,,,,,,,,,,,,,
2月9日,省级,台湾,,1,,,,,,,,,,1,,,,
2月9日,地区级,天津,宝坻区,3,,,,,,,,,,,,,,
2月9日,地区级,天津,北辰区,,,,,,,,,,,,,,,
2月9日,地区级,天津,滨海新区,,,,,,,,,,,,,,,
2月9日,地区级,天津,东丽区,,,,,,,,,,,,,,,
2月9日,地区级,天津,和平区,,,,,,,,,,,,,,,
2月9日,地区级,天津,河北区,,,,,,,,,,,,,,,
2月9日,地区级,天津,河东区,,,,,,,,,,,,,,,
2月9日,地区级,天津,河西区,,,,,,,,,,,,,,,
2月9日,地区级,天津,红桥区,,,,,,,,,,,,,,,
2月9日,地区级,天津,津南区,,,,,,,,,,,,,,,
2月9日,地区级,天津,南开区,,,,,,,,,,,,,,,
2月9日,地区级,天津,宁河区,,,,,,,,,,,,,,,
2月9日,地区级,天津,外地来津,,,,,,,,,,,,,,,
2月9日,地区级,天津,武清区,,,,,,,,,,,,,,,
2月9日,地区级,天津,西青区,,,,,,,,,,,,,,,
2月9日,省级,天津,,3,,,,,,,,,,4,1,,,
2月9日,地区级,西藏,拉萨,,,,,,,,,,,,,,,
2月9日,省级,西藏,,,,,,,,,,,,,,,,
2月9日,地区级,香港,香港,10,,,,,,,,,,,,,,
2月9日,省级,香港,,10,,,,,,,,,,1,1,,,
2月9日,地区级,新疆,阿克苏,,,,,,,,,,,,,,,
2月9日,地区级,新疆,巴州,,,,,,,,,,,,,,,
2月9日,地区级,新疆,兵团第九师,,,,,,,,,,,,,,,
2月9日,地区级,新疆,兵团第十二师,,,,,,,,,,,,,,,
2月9日,地区级,新疆,兵团第四师,3,,,,,,,,,,,,,,
2月9日,地区级,新疆,昌吉州,1,,,,,,,,,,,,,,
2月9日,地区级,新疆,兵团第八师,,,,,,,,,,,,,,,
2月9日,地区级,新疆,兵团第七师,,,,,,,,,,,,,,,
2月9日,地区级,新疆,兵团第六师,,,,,,,,,,,,,,,
2月9日,地区级,新疆,吐鲁番,,,,,,,,,,,,,,,
2月9日,地区级,新疆,乌鲁木齐,,,,,,,,,,,,,,,
2月9日,地区级,新疆,伊犁州,,,,,,,,,,,,,,,
2月9日,省级,新疆,,4,,,,,,,,,,,,,,
2月9日,地区级,云南,红河,,1,,,,,,,,,,,,,
2月9日,地区级,云南,昆明,1,,,,,,,,,,,,,,
2月9日,省级,云南,,1,1,,,,,,,,,18,,,,
2月9日,地区级,浙江,杭州,2,12,,,,,-12,,,,,,,,
2月9日,地区级,浙江,湖州,,,,,,,,,,,,,,,
2月9日,地区级,浙江,嘉兴,2,2,,,,,,,,,,,,,
2月9日,地区级,浙江,金华,,2,,,,,,,,,,,,,
2月9日,地区级,浙江,丽水,,,,,,,,,,,,,,,
2月9日,地区级,浙江,宁波,3,2,,,,,,,,,,,,,
2月9日,地区级,浙江,衢州,,,,,,,,,,,,,,,
2月9日,地区级,浙江,绍兴,3,,,,,,,,,,,,,,
2月9日,地区级,浙江,台州,3,2,,,,,,,,,,,,,
2月9日,地区级,浙江,温州,16,8,,,,,,,,,,,,,
2月9日,地区级,浙江,舟山,,,,,,,,,,,,,,,
2月9日,省级,浙江,,29,28,,,,,-12,,,,201,,,,
2月9日,地区级,重庆,巴南区,,1,,,,,,,,,,,,,
2月9日,地区级,重庆,大足区,1,,,,,,,,,,,,,,
2月9日,地区级,重庆,垫江县,1,,,,,,,,,,,,,,
2月9日,地区级,重庆,奉节县,,,,,,,,,,,,,,,
2月9日,地区级,重庆,合川区,1,1,,,,,,,,,,,,,
2月9日,地区级,重庆,江北区,1,,,,,,,,,,,,,,
2月9日,地区级,重庆,九龙坡区,1,,,,,,,,,,,,,,
2月9日,地区级,重庆,开州区,,3,,,,,,,,,,,,,
2月9日,地区级,重庆,铜梁区,,,,,,,,,,,,,,,
2月9日,地区级,重庆,万州区,13,3,,,,,,,,,,,,,
2月9日,地区级,重庆,巫山县,1,,,,,,,,,,,,,,
2月9日,地区级,重庆,巫溪县,,1,,,,,,,,,,,,,
2月9日,地区级,重庆,永川区,,,,,,,,,,,,,,,
2月9日,地区级,重庆,渝北区,1,,,,,,,,,,,,,,
2月9日,地区级,重庆,渝中区,,,,,,,,,,,,,,,
2月9日,地区级,重庆,云阳县,,2,,,,,,,,,,,,,
2月9日,地区级,重庆,长寿区,,1,,,,,,,,,,,,,
2月9日,地区级,重庆,忠县,2,,,,,,,,,,,,,,
2月9日,省级,重庆,,22,12,,,,,,,,,51,2,,,
2月9日,国家级,,,3062,632,97,,,,-89,,,,,,,,
2月9日,地区级,北京,昌平,1,,,,,,,,,,,,,,
2月9日,地区级,北京,朝阳,1,,,,,,,,,,,,,,
2月9日,地区级,北京,大兴,1,,,,,,,,,,,,,,
2月9日,地区级,北京,地区待确认,,7,,,,,,,,,,,,,
2月9日,地区级,北京,东城,,,,,,,,,,,,,,,
2月9日,地区级,北京,房山,,,,,,,,,,,,,,,
2月9日,地区级,北京,丰台,3,,,,,,,,,,,,,,
2月9日,地区级,北京,海淀,2,,,,,,,,,,,,,,
2月9日,地区级,北京,怀柔,,,,,,,,,,,,,,,
2月9日,地区级,北京,门头沟,,,,,,,,,,,,,,,
2月9日,地区级,北京,密云,1,,,,,,,,,,,,,,
2月9日,地区级,北京,石景山,,,,,,,,,,,,,,,
2月9日,地区级,北京,顺义,,,,,,,,,,,,,,,
2月9日,地区级,北京,通州,,,,,,,,,,,,,,,
2月9日,地区级,北京,外地来京,1,,,,,,,,,,,,,,
2月9日,地区级,北京,西城,1,,,,,,,,,,,,,,
2月9日,地区级,北京,延庆,,,,,,,,,,,,,,,
2月9日,省级,北京,,11,7,,,,,,,,,44,2,,,
2月9日,地区级,河南,安阳,1,,,,,,,,,,,,,,
2月9日,地区级,河南,地区待确认,,26,,,,,,,,,,,,,
2月9日,地区级,河南,鹤壁,,,,,,,,,,,,,,,
2月9日,地区级,河南,济源示范区,,,,,,,,,,,,,,,
2月9日,地区级,河南,焦作,1,,,,,,,,,,,,,,
2月9日,地区级,河南,开封,,,,,,,,,,,,,,,
2月9日,地区级,河南,洛阳,2,,,,,,,,,,,,,,
2月9日,地区级,河南,漯河,,1,,,,,,,,,,,,,
2月9日,地区级,河南,南阳,1,,,,,,,,,,,,,,
2月9日,地区级,河南,平顶山,2,6,,,,,,,,,,,,,
2月9日,地区级,河南,濮阳,1,,,,,,,,,,,,,,
2月9日,地区级,河南,三门峡,,,,,,,,,,,,,,,
2月9日,地区级,河南,商丘,1,,,,,,,,,,,,,,
2月9日,地区级,河南,新乡,2,1,,,,,,,,,,,,,
2月9日,地区级,河南,信阳,15,,,,,,,,,,,,,,
2月9日,地区级,河南,许昌,,,,,,,,,,,,,,,
2月9日,地区级,河南,郑州,4,,,,,,,,,,,,,,
2月9日,地区级,河南,周口,3,,,,,,,,,,,,,,
2月9日,地区级,河南,驻马店,7,4,,,,,,,,,,,,,
2月9日,省级,河南,,40,38,,,,,,,,,169,6,,,
2月9日,地区级,广东,潮州,,,,,,,,,,,,,,,
2月9日,地区级,广东,地区待确认,,1,,,,,,,,,,,,,
2月9日,地区级,广东,东莞,2,2,,,,,,,,,,,,,
2月9日,地区级,广东,佛山,3,,,,,,,,,,,,,,
2月9日,地区级,广东,广州,9,6,,,,,,,,,,,,,
2月9日,地区级,广东,河源,,,,,,,,,,,,,,,
2月9日,地区级,广东,惠州,3,,,,,,,,,,,,,,
2月9日,地区级,广东,江门,2,,,,,,,,,,,,,,
2月9日,地区级,广东,揭阳,,,,,,,,,,,,,,,
2月9日,地区级,广东,茂名,1,,,,,,,,,,,,,,
2月9日,地区级,广东,梅州,,,,,,,,,,,,,,,
2月9日,地区级,广东,清远,,,,,,,,,,,,,,,
2月9日,地区级,广东,汕头,,2,,,,,,,,,,,,,
2月9日,地区级,广东,汕尾,,,,,,,,,,,,,,,
2月9日,地区级,广东,韶关,,,,,,,,,,,,,,,
2月9日,地区级,广东,深圳,4,7,,,,,,,,,,,,,
2月9日,地区级,广东,阳江,,,,,,,,,,,,,,,
2月9日,地区级,广东,湛江,,,,,,,,,,,,,,,
2月9日,地区级,广东,肇庆,,,,,,,,,,,,,,,
2月9日,地区级,广东,中山,5,,,,,,,,,,,,,,
2月9日,地区级,广东,珠海,2,,,,,,,,,,,,,,
2月9日,省级,广东,,31,18,,,,,,,,,143,1,,,
2月10日,地区级,安徽,安庆,2,3,,,,,,,,,,,,,
2月10日,地区级,安徽,蚌埠,8,1,,,,,,,,,,,,,
2月10日,地区级,安徽,亳州,,2,,,,,,,,,,,,,
2月10日,地区级,安徽,池州,,2,,,,,,,,,,,,,
2月10日,地区级,安徽,滁州,,1,,,,,,,,,,,,,
2月10日,地区级,安徽,阜阳,7,,,,,,,,,,,,,,
2月10日,地区级,安徽,合肥,3,4,1,,,,,,,,,,,,
2月10日,地区级,安徽,淮北,1,1,,,,,,,,,,,,,
2月10日,地区级,安徽,淮南,1,,,,,,,,,,,,,,
2月10日,地区级,安徽,黄山,,,,,,,,,,,,,,,
2月10日,地区级,安徽,六安,2,1,,,,,,,,,,,,,
2月10日,地区级,安徽,马鞍山,1,,,,,,,,,,,,,,
2月10日,地区级,安徽,铜陵,2,,,,,,,,,,,,,,
2月10日,地区级,安徽,芜湖,1,,,,,,,,,,,,,,
2月10日,地区级,安徽,宿州,2,,,,,,,,,,,,,,
2月10日,地区级,安徽,宣城,,,,,,,,,,,,,,,
2月10日,省级,安徽,,30,15,1,,,,,,,,88,4,,,
2月10日,省级,澳门,澳门,,,,,,,,,,,1,,,,
2月10日,地区级,澳门,澳门,,,,,,,,,,,,,,,
2月10日,地区级,福建,福州,,1,,,,,,,,,,,,,
2月10日,地区级,福建,龙岩,,1,,,,,,,,,,,,,
2月10日,地区级,福建,南平,1,,,,,,,,,,,,,,
2月10日,地区级,福建,宁德,,,,,,,,,,,,,,,
2月10日,地区级,福建,莆田,,1,,,,,,,,,,,,,
2月10日,地区级,福建,泉州,1,1,,,,,,,,,,,,,
2月10日,地区级,福建,三明,,,,,,,,,,,,,,,
2月10日,地区级,福建,厦门,3,,,,,,,,,,,,,,
2月10日,地区级,福建,漳州,1,,,,,,,,,,,,,,
2月10日,省级,福建,,6,4,,,,,,,,,39,,,,
2月10日,地区级,甘肃,白银,,,,,,,,,,,,,,,
2月10日,地区级,甘肃,定西,,1,,,,,,,,,,,,,
2月10日,地区级,甘肃,甘南州,,,,,,,,,,,,,,,
2月10日,地区级,甘肃,兰州,2,4,,,,,,,,,,,,,
2月10日,地区级,甘肃,临夏,,,,,,,,,,,,,,,
2月10日,地区级,甘肃,陇南,,,,,,,,,,,,,,,
2月10日,地区级,甘肃,平凉,1,,,,,,,,,,,,,,
2月10日,地区级,甘肃,庆阳,,,,,,,,,,,,,,,
2月10日,地区级,甘肃,天水,,,,,,,,,,,,,,,
2月10日,地区级,甘肃,张掖,,,,,,,,,,,,,,,
2月10日,省级,甘肃,,3,5,,,,,,,,,21,2,,,
2月10日,地区级,广西,百色,,,,,,,,,,,,,,,
2月10日,地区级,广西,北海,1,1,,,,,,,,,,,,,
2月10日,地区级,广西,防城港,,,,,,,,,,,,,,,
2月10日,地区级,广西,贵港,,,,,,,,,,,,,,,
2月10日,地区级,广西,桂林,,,,,,,,,,,,,,,
2月10日,地区级,广西,河池,,,,,,,,,,,,,,,
2月10日,地区级,广西,贺州,,,,,,,,,,,,,,,
2月10日,地区级,广西,来宾,,,,,,,,,,,,,,,
2月10日,地区级,广西,柳州,,3,,,,,,,,,,,,,
2月10日,地区级,广西,南宁,4,6,,,,,,,,,,,,,
2月10日,地区级,广西,钦州,,,,,,,,,,,,,,,
2月10日,地区级,广西,梧州,,2,,,,,,,,,,,,,
2月10日,地区级,广西,玉林,,,,,,,,,,,,,,,
2月10日,省级,广西,,5,12,,,,,,,,,30,1,,,
2月10日,地区级,贵州,安顺,,,,,,,,,,,,,,,
2月10日,地区级,贵州,毕节,,,,,,,,,,,,,,,
2月10日,地区级,贵州,贵阳,2,,,,,,,,,,,,,,
2月10日,地区级,贵州,六盘水,,,,,,,,,,,,,,,
2月10日,地区级,贵州,黔东南州,2,,,,,,,,,,,,,,
2月10日,地区级,贵州,黔南州,,,,,,,,,,,,,,,
2月10日,地区级,贵州,黔西南州,,,,,,,,,,,,,,,
2月10日,地区级,贵州,铜仁,1,3,,,,,,,,,,,,,
2月10日,地区级,贵州,遵义,4,,,,,,,,,,,,,,
2月10日,省级,贵州,,9,3,,,,,,,,,10,1,,,
2月10日,地区级,海南,保亭,,,,,,,,,,,,,,,
2月10日,地区级,海南,昌江县,,,,,,,,,,,,,,,
2月10日,地区级,海南,澄迈县,,,,,,,,,,,,,,,
2月10日,地区级,海南,儋州,,,,,,,,,,,,,,,
2月10日,地区级,海南,定安县,,,,,,,,,,,,,,,
2月10日,地区级,海南,东方,,,,,,,,,,,,,,,
2月10日,地区级,海南,海口,1,,,,,,,,,,,,,,
2月10日,地区级,海南,乐东,,,,,,,,,,,,,,,
2月10日,地区级,海南,临高县,,,,,,,,,,,,,,,
2月10日,地区级,海南,陵水县,,,,,,,,,,,,,,,
2月10日,地区级,海南,琼海,,,,,,,,,,,,,,,
2月10日,地区级,海南,琼中县,,,,,,,,,,,,,,,
2月10日,地区级,海南,三亚,4,,,,,,,,,,,,,,
2月10日,地区级,海南,万宁,1,,,,,,,,,,,,,,
2月10日,地区级,海南,文昌,,,,,,,,,,,,,,,
2月10日,省级,海南,,6,,,,,,,,,,19,3,,,
2月10日,地区级,河北,保定,4,1,,,,,,,,,,,,,
2月10日,地区级,河北,沧州,4,2,,,,,,,,,,,,,
2月10日,地区级,河北,承德,,,,,,,,,,,,,,,
2月10日,地区级,河北,邯郸,,1,,,,,,,,,,,,,
2月10日,地区级,河北,衡水,,2,,,,,,,,,,,,,
2月10日,地区级,河北,廊坊,2,,,,,,,,,,,,,,
2月10日,地区级,河北,秦皇岛,2,,,,,,,,,,,,,,
2月10日,地区级,河北,石家庄,2,,,,,,,,,,,,,,
2月10日,地区级,河北,唐山,3,,,,,,,,,,,,,,
2月10日,地区级,河北,邢台,,,,,,,,,,,,,,,
2月10日,地区级,河北,张家口,4,,,,,,,,,,,,,,
2月10日,省级,河北,,21,6,,,,,,,,,41,2,,,
2月10日,地区级,黑龙江,大庆,1,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,大兴安岭,,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,哈尔滨,18,6,,,,,,,,,,,,,
2月10日,地区级,黑龙江,鹤岗,,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,黑河,,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,鸡西,4,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,佳木斯,1,4,,,,,,,,,,,,,
2月10日,地区级,黑龙江,牡丹江,,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,七台河,1,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,齐齐哈尔,2,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,双鸭山,,,,,,,,,,,,,,,
2月10日,地区级,黑龙江,绥化,2,2,1,,,,,,,,,,,,
2月10日,地区级,黑龙江,伊春,,,,,,,,,,,,,,,
2月10日,省级,黑龙江,,29,12,1,,,,,,,,27,8,,,
2月10日,地区级,湖北,荆门,15,6,1,,,,,,,,,,,,
2月10日,地区级,湖北,恩施州,8,7,2,,,,,,,,,,,,
2月10日,地区级,湖北,黄冈,80,90,7,,,,,,,,,,,,
2月10日,地区级,湖北,黄石,30,15,2,,,,,,,,,,,,
2月10日,地区级,湖北,鄂州,65,13,2,,,,,,,,,,,,
2月10日,地区级,湖北,荆州,30,10,2,,,,,,,,,,,,
2月10日,地区级,湖北,潜江,5,,1,,,,,,,,,,,,
2月10日,地区级,湖北,神农架,,,,,,,,,,,,,,,
2月10日,地区级,湖北,十堰,24,13,1,,,,,,,,,,,,
2月10日,地区级,湖北,随州,46,3,2,,,,,,,,,,,,
2月10日,地区级,湖北,天门,44,2,,,,,,,,,,,,,
2月10日,地区级,湖北,武汉,1552,162,67,,,,,,,,,,,,
2月10日,地区级,湖北,仙桃,22,25,4,,,,,,,,,,,,
2月10日,地区级,湖北,咸宁,8,7,1,,,,,,,,,,,,
2月10日,地区级,湖北,襄阳,44,7,3,,,,,,,,,,,,
2月10日,地区级,湖北,孝感,101,58,8,,,,,,,,,,,,
2月10日,地区级,湖北,宜昌,23,9,,,,,,,,,,,,,
2月10日,省级,湖北,,2097,427,103,,,,,,,,2222,974,,,
2月10日,地区级,湖南,常德,1,,,,,,,,,,,,,,
2月10日,地区级,湖南,郴州,1,5,,,,,,,,,,,,,
2月10日,地区级,湖南,衡阳,,2,,,,,,,,,,,,,
2月10日,地区级,湖南,怀化,,,,,,,,,,,,,,,
2月10日,地区级,湖南,娄底,3,4,,,,,,,,,,,,,
2月10日,地区级,湖南,邵阳,2,1,,,,,,,,,,,,,
2月10日,地区级,湖南,湘潭,1,,,,,,,,,,,,,,
2月10日,地区级,湖南,湘西自治州,,2,,,,,,,,,,,,,
2月10日,地区级,湖南,益阳,1,1,,,,,,,,,,,,,
2月10日,地区级,湖南,永州,1,,,,,,,,,,,,,,
2月10日,地区级,湖南,岳阳,10,4,,,,,,,,,,,,,
2月10日,地区级,湖南,张家界,,1,,,,,,,,,,,,,
2月10日,地区级,湖南,长沙,6,6,,,,,,,,,,,,,
2月10日,地区级,湖南,株洲,7,1,,,,,,,,,,,,,
2月10日,省级,湖南,,33,27,,,,,,,,,213,1,,,
2月10日,地区级,吉林,白城,,,,,,,,,,,,,,,
2月10日,地区级,吉林,白山,,,,,,,,,,,,,,,
2月10日,地区级,吉林,吉林,,,,,,,,,,,,,,,
2月10日,地区级,吉林,辽源,,,,,,,,,,,,,,,
2月10日,地区级,吉林,四平,,1,,,,,,,,,,,,,
2月10日,地区级,吉林,松原,,,,,,,,,,,,,,,
2月10日,地区级,吉林,通化,,,,,,,,,,,,,,,
2月10日,地区级,吉林,延边,,,,,,,,,,,,,,,
2月10日,地区级,吉林,长春,1,,,,,,,,,,,,,,
2月10日,省级,吉林,,1,1,,,,,,,,,13,1,,,
2月10日,地区级,江苏,常州,,,,,,,,,,,,,,,
2月10日,地区级,江苏,淮安,,,,,,,,,,,,,,,
2月10日,地区级,江苏,连云港,2,,,,,,,,,,,,,,
2月10日,地区级,江苏,南京,6,,,,,,,,,,,,,,
2月10日,地区级,江苏,南通,2,3,,,,,,,,,,,,,
2月10日,地区级,江苏,苏州,3,2,,,,,,,,,,,,,
2月10日,地区级,江苏,泰州,3,,,,,,,,,,,,,,
2月10日,地区级,江苏,无锡,4,1,,,,,,,,,,,,,
2月10日,地区级,江苏,宿迁,,3,,,,,,,,,,,,,
2月10日,地区级,江苏,徐州,3,2,,,,,,,,,,,,,
2月10日,地区级,江苏,盐城,,,,,,,,,,,,,,,
2月10日,地区级,江苏,扬州,,1,,,,,,,,,,,,,
2月10日,地区级,江苏,镇江,,,,,,,,,,,,,,,
2月10日,省级,江苏,,23,12,,,,,,,,,84,,,,
2月10日,地区级,江西,抚州,3,,,,,,,,,,,,,,
2月10日,地区级,江西,赣江新区,,,,,,,,,,,,,,,
2月10日,地区级,江西,赣州,1,1,,,,,,,,,,,,,
2月10日,地区级,江西,吉安,1,2,,,,,,,,,,,,,
2月10日,地区级,江西,景德镇,,,,,,,,,,,,,,,
2月10日,地区级,江西,九江,,6,,,,,,,,,,,,,
2月10日,地区级,江西,南昌,6,11,,,,,,,,,,,,,
2月10日,地区级,江西,萍乡,1,,,,,,,,,,,,,,
2月10日,地区级,江西,上饶,7,1,,,,,1,,,,,,,,
2月10日,地区级,江西,新余,5,4,,,,,,,,,,,,,
2月10日,地区级,江西,宜春,6,,,,,,,,,,,,,,
2月10日,地区级,江西,鹰潭,2,,,,,,,,,,,,,,
2月10日,省级,江西,,32,25,,,,,1,,,,127,1,,,
2月10日,地区级,辽宁,鞍山,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,本溪,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,朝阳市,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,大连,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,丹东,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,抚顺,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,阜新,1,,,,,,,,,,,,,,
2月10日,地区级,辽宁,葫芦岛,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,锦州,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,辽阳,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,盘锦,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,沈阳,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,铁岭,,,,,,,,,,,,,,,
2月10日,地区级,辽宁,营口,,,,,,,,,,,,,,,
2月10日,省级,辽宁,,1,,,,,,,,,,12,,,,
2月10日,地区级,内蒙古,巴彦淖尔,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,包头,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,赤峰,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,鄂尔多斯,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,呼和浩特,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,通辽,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,乌海,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,乌兰察布,,,,,,,,,,,,,,,
2月10日,地区级,内蒙古,锡林郭勒,,,,,,,,,,,,,,,
2月10日,省级,内蒙古,,,,,,,,,,,,5,,,,
2月10日,地区级,宁夏,固原,,,,,,,,,,,,,,,
2月10日,地区级,宁夏,石嘴山,,,,,,,,,,,,,,,
2月10日,地区级,宁夏,宁东,,1,,,,,,,,,,,,,
2月10日,地区级,宁夏,吴忠,2,,,,,,,,,,,,,,
2月10日,地区级,宁夏,银川,2,,,,,,,,,,,,,,
2月10日,地区级,宁夏,中卫,,,,,,,,,,,,,,,
2月10日,省级,宁夏,,4,1,,,,,,,,,14,,,,
2月10日,地区级,青海,海北州,,,,,,,,,,,,,,,
2月10日,地区级,青海,西宁,,,,,,,,,,,,,,,
2月10日,省级,青海,,,,,,,,,,,,3,,,,
2月10日,地区级,山东,滨州,,1,,,,,,,,,,,,,
2月10日,地区级,山东,德州,,2,,,,,,,,,,,,,
